full_name,pos,age,team,games,games_started,mpg,fg,fga,fgp,threeP,threePA,threePP,twoP,twoPA,twoPP,efg,ft,fta,ftp,orb,drb,rpg,apg,spg,bpg,tpg,fouls,ppg
Jayson Tatum,SF,23,BOS,37,37,36.7,8.8,21.2,0.416,2.8,8.4,0.327,6.1,12.8,0.475,0.481,5.1,6.1,0.84,1.1,7.4,8.5,3.7,1,0.8,2.9,2.5,25.5
Mitchell Robinson,C,23,NYK,37,28,24.9,3.2,4.1,0.784,0,0,,3.2,4.1,0.784,0.784,1.2,2.2,0.556,3.4,4.6,8.1,0.5,0.5,1.6,0.8,2.6,7.7
Duncan Robinson,SG,27,MIA,37,35,28.2,4.1,10.5,0.39,3.1,8.7,0.359,1,1.8,0.537,0.538,0.6,0.8,0.8,0.4,3,3.4,1.5,0.7,0.2,0.7,2.7,12
Immanuel Quickley,PG,22,NYK,37,2,22.9,3.5,9,0.395,1.8,5.2,0.351,1.7,3.7,0.457,0.497,1.8,1.9,0.93,0.4,2,2.3,2.7,0.6,0.1,1.2,2.1,10.7
Jusuf Nurkić,C,27,POR,37,37,26.5,5.2,9.5,0.541,0.2,0.9,0.229,4.9,8.6,0.575,0.552,3,4.2,0.716,2.4,7.8,10.2,2.6,1.1,0.5,2.2,3.3,13.5
Larry Nance Jr.,PF,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2,1,0.4,0.7,1.8,6.9
Donovan Mitchell,SG,25,UTA,37,37,33.4,9.4,20.8,0.454,3.3,9.4,0.347,6.2,11.3,0.544,0.533,3.8,4.3,0.881,0.9,2.9,3.8,5.2,1.6,0.2,3,2.5,25.9
Davion Mitchell,PG,23,SAC,37,1,24.8,3.7,9.5,0.389,1.1,3.7,0.304,2.5,5.7,0.443,0.449,0.6,0.9,0.647,0.5,1.7,2.2,3.2,0.6,0.2,1,1.8,9.1
Trey Lyles,PF,26,DET,37,3,18.7,3.1,7.1,0.435,0.9,2.9,0.294,2.2,4.1,0.536,0.496,2,2.5,0.815,1.3,3.4,4.7,1.2,0.4,0.4,1,1.7,9.1
R.J. Hampton,SG,20,ORL,37,1,19.6,2.6,6.7,0.39,1,2.6,0.378,1.6,4.1,0.397,0.464,1.2,2,0.603,0.4,2.5,2.9,2.5,0.6,0.2,1.4,1.5,7.4
Rudy Gobert,C,29,UTA,37,37,32.1,5.5,7.7,0.706,0,0,0,5.5,7.7,0.709,0.706,4.6,6.7,0.683,3.5,11.5,15.1,1.1,0.8,2.3,1.8,2.7,15.5
Drew Eubanks,C,24,SAS,37,8,12.7,1.8,3.4,0.516,0,0.2,0.167,1.7,3.2,0.533,0.52,1.4,1.8,0.758,1.1,2.8,4,1.1,0.3,0.7,1.1,1.4,4.9
Stephen Curry,PG,33,GSW,37,37,34.9,8.6,20.6,0.42,5,13.1,0.384,3.6,7.5,0.484,0.543,4.5,4.9,0.918,0.6,4.8,5.5,6.1,1.4,0.5,3.4,2.1,26.8
Robert Covington,PF,31,POR,37,29,28.2,2.7,6.6,0.407,1.7,4.7,0.354,1,1.8,0.544,0.535,0.4,0.4,1,0.7,4.5,5.2,1.2,1.4,1.3,1.1,2.5,7.4
Wendell Carter Jr.,C,22,ORL,37,37,29.4,4.9,10.1,0.489,1.2,3.8,0.331,3.7,6.4,0.583,0.551,2,2.7,0.723,2.2,8.1,10.3,2.7,0.7,0.6,1.6,2.8,13.1
Ivica Zubac,C,24,LAC,38,38,24.5,3.5,5.3,0.66,0,0,,3.5,5.3,0.66,0.66,2.3,3.1,0.741,2.7,5.4,8.1,1.1,0.5,1.1,1.3,2.4,9.3
Jonas Valančiūnas,C,29,NOP,38,38,31.6,7,13.5,0.52,1,2.3,0.427,6,11.2,0.54,0.558,3.4,4.2,0.823,3.5,8.6,12.1,2.4,0.6,0.9,2.4,3.1,18.5
Juan Toscano-Anderson,SF,28,GSW,38,4,16.3,1.9,3.7,0.504,0.3,1.2,0.239,1.6,2.5,0.632,0.543,0.7,1.1,0.61,0.6,2.4,2.9,2.1,0.8,0.3,1.2,1.6,4.7
Marcus Smart,PG,27,BOS,38,38,34.1,4,10.2,0.393,1.4,4.8,0.304,2.6,5.5,0.471,0.464,2.1,2.6,0.798,0.6,3.3,4,5.3,1.9,0.3,2,2.5,11.6
Naz Reid,C,22,MIN,38,5,16.7,3.3,7.1,0.465,0.8,2.5,0.333,2.4,4.6,0.538,0.524,1.5,2.1,0.722,1.5,2.5,4,0.7,0.5,0.9,1,2.3,8.9
Royce O'Neale,SF,28,UTA,38,38,31.3,2.7,5.5,0.49,1.4,3.6,0.4,1.3,1.9,0.658,0.62,0.6,0.8,0.71,0.9,4.1,4.9,2.5,1.3,0.5,1,2.5,7.4
Jaden McDaniels,PF,21,MIN,38,17,26.5,3.3,7.7,0.423,1,3.4,0.282,2.3,4.3,0.537,0.486,0.7,0.9,0.818,1.4,3.2,4.6,1.1,0.8,0.6,1.1,3.4,8.2
Herbert Jones,C,23,NOP,38,29,28.7,3.3,7,0.479,0.6,1.6,0.373,2.8,5.4,0.51,0.521,1.4,1.7,0.818,1.2,2.4,3.7,1.8,1.4,1,1.1,3,8.7
Reggie Jackson,SG,31,LAC,38,38,31.8,6.3,16.2,0.386,2.6,7.7,0.332,3.7,8.6,0.434,0.464,1.6,1.9,0.845,0.5,2.9,3.4,3.9,0.8,0.1,2.2,2,16.7
Devonte' Graham,PG,26,NOP,38,38,31.3,4.6,12.4,0.372,3,8.4,0.355,1.6,3.9,0.407,0.493,1.7,2.1,0.815,0.4,2.1,2.5,4.5,1,0.2,1.6,1.5,13.9
Daniel Gafford,C,23,WAS,38,38,22.9,4.2,6,0.693,0,0,,4.2,6,0.693,0.693,1.4,1.9,0.732,2.4,4.4,6.8,1.1,0.4,1.8,1,2.5,9.7
Bryn Forbes,SG,28,SAS,38,1,16.5,3.1,7.2,0.425,1.4,3.6,0.393,1.7,3.6,0.457,0.522,1.1,1.2,0.894,0.1,1.5,1.6,1,0.4,0.1,0.9,1,8.6
Facundo Campazzo,PG,30,DEN,38,4,22.1,2.1,5.6,0.379,1.2,3.5,0.328,0.9,2,0.468,0.483,1.2,1.4,0.815,0.4,1.8,2.2,4,1.1,0.5,1.2,2.2,6.5
Kentavious Caldwell-Pope,SG,28,WAS,38,38,29.7,4.2,9.9,0.42,2.1,5.5,0.389,2,4.4,0.458,0.528,1.2,1.3,0.882,0.5,3.1,3.6,1.7,1.2,0.4,1.3,1.8,11.6
Harrison Barnes,PF,29,SAC,38,38,33.3,5,11.1,0.447,2.1,4.9,0.422,2.9,6.2,0.466,0.54,4.1,4.9,0.824,1.2,4.9,6.1,2.3,0.7,0.2,1.7,1.2,16.1
Nickeil Alexander-Walker,SG,23,NOP,38,18,27.1,4.9,13.3,0.371,2.1,6.6,0.316,2.9,6.8,0.424,0.449,1.2,1.7,0.708,0.8,2.7,3.5,2.6,0.9,0.3,1.7,1.8,13.2
Christian Wood,C,26,HOU,39,38,30.8,6.3,13.2,0.477,1.6,4.7,0.341,4.7,8.6,0.551,0.537,2.9,4.7,0.612,1.8,8.2,10,2.1,0.7,0.9,1.7,2.3,17.1
Garrett Temple,SG,35,NOP,39,12,19.7,2.2,5.4,0.403,1.3,3.5,0.358,0.9,1.9,0.486,0.519,0.6,0.8,0.733,0.6,2.3,2.9,1.3,0.8,0.4,0.9,1.6,6.2
Julius Randle,PF,27,NYK,39,39,35.5,6.9,16.6,0.416,1.7,5.6,0.312,5.2,11,0.469,0.468,3.5,4.6,0.764,1.8,8.4,10.2,4.8,0.8,0.6,3.5,2.8,19
Gary Payton II,PG,29,GSW,39,8,17,3.3,5.1,0.65,0.7,1.8,0.42,2.6,3.4,0.771,0.723,0.6,1,0.59,1.1,2.6,3.7,0.8,1.4,0.2,0.5,1.7,8
Patty Mills,PG,33,BRK,39,23,31,4.6,10.8,0.428,3.1,7.6,0.412,1.5,3.2,0.464,0.572,0.7,0.7,0.897,0.3,1.8,2.1,2.6,0.6,0.3,1.1,1.4,13
Kenyon Martin Jr.,SF,21,HOU,39,0,18.9,3.3,6.2,0.527,0.6,1.8,0.329,2.7,4.4,0.608,0.575,1.1,1.7,0.652,1,2.7,3.7,1.3,0.4,0.5,0.7,1.2,8.2
Kyle Kuzma,PF,26,WAS,39,39,33.3,5.9,13.1,0.452,1.8,5.7,0.323,4.1,7.3,0.552,0.523,2,2.9,0.681,1,7.6,8.6,2.8,0.6,0.7,2,2,15.6
Cameron Johnson,PF,25,PHO,39,6,25.6,4.1,8.9,0.458,2.5,5.8,0.438,1.6,3.2,0.496,0.6,1.2,1.5,0.825,0.6,3.6,4.3,1.3,0.8,0.3,0.7,1.6,11.9
De'Aaron Fox,PG,24,SAC,39,39,34.2,7.7,17.1,0.45,0.9,3.7,0.247,6.8,13.4,0.507,0.477,4.4,5.8,0.75,0.5,3.2,3.7,5.1,1.3,0.4,2.8,2.9,20.7
Evan Fournier,SG,29,NYK,39,39,28.8,4.9,11.9,0.414,2.7,7,0.386,2.2,4.9,0.453,0.527,1.1,1.5,0.741,0.5,2.4,2.8,1.8,0.9,0.2,1.3,1.9,13.6
Dorian Finney-Smith,PF,28,DAL,39,39,32.1,3.9,8.5,0.455,2,5.2,0.388,1.9,3.4,0.557,0.572,0.8,1.2,0.66,1.6,3.2,4.7,2,1.2,0.6,0.9,2.3,10.5
Jalen Brunson,PG,25,DAL,39,21,30.7,6.4,12.8,0.499,1.1,3.1,0.336,5.4,9.7,0.551,0.54,2.2,2.8,0.771,0.6,3.1,3.7,5.6,0.8,0.1,1.7,1.8,16
Miles Bridges,PF,23,CHO,39,39,35.9,7.4,15.5,0.476,1.9,5.9,0.317,5.5,9.6,0.574,0.536,2.9,3.9,0.755,1.3,5.9,7.3,3.6,1.2,0.8,1.8,2.5,19.5
Myles Turner,C,25,IND,40,40,29.6,4.8,9.3,0.514,1.5,4.4,0.349,3.2,4.9,0.662,0.596,1.9,2.5,0.752,1.5,5.7,7.2,1.1,0.6,2.9,1.4,2.8,12.9
Jae'Sean Tate,SF,26,HOU,40,39,27.3,4.9,9.9,0.491,0.8,2.7,0.299,4.1,7.2,0.563,0.532,1.9,2.7,0.697,1.7,4,5.7,3,0.9,0.6,1.8,3.6,12.4
Domantas Sabonis,C,25,IND,40,39,34.9,7.1,12.3,0.578,0.8,2.4,0.323,6.3,9.9,0.64,0.609,4.2,5.6,0.746,3.2,8.8,12,4.6,1,0.4,3.1,3.1,19.1
Dwight Powell,C,30,DAL,40,37,20.3,2.7,4.4,0.605,0.3,0.7,0.414,2.4,3.7,0.642,0.638,1.5,2.1,0.72,2,2.6,4.6,1.1,0.5,0.4,0.7,2.4,7.1
Chris Paul,PG,36,PHO,40,40,32.3,5.3,11.1,0.474,1,3,0.328,4.3,8.1,0.528,0.518,2.5,3,0.835,0.4,4,4.3,10.1,2,0.3,2.3,2.2,14
Kelly Oubre Jr.,SF,26,CHO,40,10,28.2,6.1,13.3,0.458,2.9,7.8,0.373,3.2,5.5,0.58,0.568,1.6,2.3,0.674,1,3,3.9,1.2,1.1,0.4,1.1,2.5,16.6
Kevon Looney,C,25,GSW,40,40,20,2.5,4.7,0.537,0,0,0,2.5,4.7,0.54,0.537,0.9,1.5,0.617,2.4,4.2,6.7,1.6,0.6,0.8,0.8,2.7,6
Gordon Hayward,SF,31,CHO,40,40,33.2,6.1,13.2,0.461,1.8,4.6,0.378,4.3,8.6,0.506,0.528,3.1,3.6,0.859,0.8,4,4.8,3.7,0.9,0.5,1.7,1.7,17
Pat Connaughton,SG,29,MIL,40,15,28.1,3.9,8.3,0.471,2.4,6,0.395,1.6,2.3,0.667,0.613,0.7,0.8,0.788,0.7,3.9,4.6,1.4,1,0.3,0.7,1.3,10.8
Jordan Clarkson,SG,29,UTA,40,0,25.8,5.6,13.9,0.399,2.6,8.1,0.318,3,5.8,0.513,0.492,1.5,1.8,0.795,0.7,2.7,3.5,2.3,0.7,0.2,1.6,1.8,15.1
Alec Burks,SG,30,NYK,40,16,27.6,3.7,9.3,0.392,1.9,4.7,0.407,1.7,4.6,0.377,0.496,2.6,3.2,0.817,0.5,3.7,4.2,2.4,1.3,0.3,0.9,2.3,11.8
Mikal Bridges,SF,25,PHO,40,40,34.2,5,9.6,0.517,1.5,3.7,0.396,3.5,5.9,0.594,0.594,1,1.2,0.851,1,3,3.9,1.8,1.3,0.5,0.8,2,12.4
Bojan Bogdanović,PF,32,UTA,40,40,30.5,6.2,12.8,0.483,2.6,6.4,0.41,3.6,6.4,0.557,0.586,3.2,3.7,0.864,0.8,3.4,4.2,1.6,0.5,0,1.7,1.7,18.2
Nemanja Bjelica,C,33,GSW,40,0,15,2.4,5.3,0.455,1,2.6,0.379,1.4,2.7,0.528,0.547,0.8,1.2,0.667,0.8,3,3.9,1.5,0.6,0.3,1.1,1.5,6.6
Saddiq Bey,SF,22,DET,40,40,33.8,5.3,13.8,0.38,2.3,7.1,0.329,2.9,6.8,0.433,0.464,2.4,2.9,0.825,1.5,4.8,6.3,2.5,0.9,0.2,1.5,1.7,15.2
Steven Adams,C,28,MEM,40,40,25.7,2.6,5,0.53,0,0,,2.6,5,0.53,0.53,1.7,2.9,0.6,4.3,5.1,9.4,3,0.8,0.6,1.6,1.7,7
Russell Westbrook,PG,33,LAL,41,41,35.4,7.2,16.2,0.444,1,3.4,0.298,6.2,12.8,0.483,0.475,3.5,5.4,0.653,1.4,6.7,8.1,8.2,1.1,0.3,4.5,3.1,19
Franz Wagner,SF,20,ORL,41,41,32.1,5.9,13,0.452,1.3,3.6,0.363,4.6,9.4,0.486,0.502,2.6,3.1,0.844,1.2,3.5,4.7,2.6,1,0.5,1.6,2.2,15.7
Terance Mann,SF,25,LAC,41,14,29.6,4,8.4,0.484,1.1,2.9,0.376,3,5.5,0.54,0.548,1.4,1.9,0.74,1.5,3.8,5.3,2.4,0.5,0.1,1.1,2.2,10.6
Tyrese Haliburton,SG,21,SAC,41,41,34,5.2,11.1,0.468,2.1,4.7,0.438,3.1,6.4,0.49,0.561,1.3,1.7,0.809,0.8,3.1,3.9,6.9,1.7,0.7,2.2,1.4,13.9
Malik Beasley,SG,25,MIN,41,9,27.2,4.5,12,0.374,3,8.7,0.346,1.5,3.3,0.448,0.5,0.5,0.7,0.741,0.4,2.8,3.2,1.6,0.6,0.1,0.8,1.2,12.5
Deni Avdija,SF,21,WAS,41,5,23,2.6,6.1,0.43,0.9,2.8,0.302,1.8,3.3,0.541,0.5,1.1,1.5,0.721,0.7,4.2,4.9,1.5,0.8,0.7,0.9,2.3,7.2
Carmelo Anthony,PF,37,LAL,41,3,27,4.5,10.5,0.427,2.3,6,0.389,2.1,4.5,0.478,0.538,1.9,2.3,0.802,0.8,3.3,4.1,1,0.8,0.8,0.8,2.3,13.2
Tyus Jones,PG,25,MEM,42,13,21.4,3.3,6.9,0.478,1,2.5,0.402,2.3,4.3,0.522,0.552,0.8,0.9,0.917,0.3,2.5,2.8,4.2,0.9,0,0.8,0.5,8.4
Jaren Jackson Jr.,PF,22,MEM,42,42,27.4,5.5,13.5,0.409,1.8,5.7,0.313,3.7,7.7,0.48,0.475,3.5,4.2,0.84,1.3,4.3,5.6,1.1,1,2,1.7,3.4,16.3
Eric Bledsoe,PG,32,LAC,42,29,26.6,3.8,9,0.426,1,3,0.313,2.9,5.9,0.484,0.479,1.7,2.1,0.778,0.5,3,3.5,4.2,1.4,0.4,2.2,1.6,10.2
Desmond Bane,SF,23,MEM,42,42,29.9,6.7,14.3,0.467,3,7,0.427,3.7,7.3,0.507,0.572,1.2,1.4,0.877,0.5,4,4.5,2.4,1,0.5,1.5,2.5,17.5
Buddy Hield,SG,29,SAC,43,6,29.2,5.1,13.2,0.39,3.6,9.4,0.38,1.6,3.7,0.416,0.527,1.6,1.8,0.87,0.7,3.2,3.8,2,0.9,0.3,1.6,2,15.4
"Player
▼",Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
